"id","customer_id","category","status","creation_date","response_time","resolution_time"
1619,1691,"Installation Problem","-","2023-08-16T00:00:00.000",11,"2.83 hours"
1620,769,"Installation Problem","In Progress","2023-08-12T00:00:00.000",6,"0 hours"
1621,1821,"Bug","In Progress","2023-10-15T00:00:00.000",2,"0 hours"
1623,1176,"Billing enquiry","Open","2023-10-12T00:00:00.000",3,"0 hours"
1625,126,"Feedback","Open","2023-03-17T00:00:00.000",2,"0 hours"
1626,476,"Bug","In Progress","2023-06-07T00:00:00.000",3,"0 hours"
1629,1958,"Other","Resolved","2023-04-02T00:00:00.000",3,"3.11 hours"
1630,1408,"Installation Problem","Open","2023-02-24T00:00:00.000",6,"0 hours"
1631,595,"Billing enquiry","Open","2023-11-26T00:00:00.000",3,"0 hours"
1632,1813,"Installation Problem","Resolved","2023-03-27T00:00:00.000",5,"4.16 hours"
1633,732,"Feedback","Open","2023-07-10T00:00:00.000",1,"0 hours"
1634,1416,"Installation Problem","In Progress","2023-02-07T00:00:00.000",5,"0 hours"
1635,1723,"Installation Problem","In Progress","2023-11-16T00:00:00.000",5,"0 hours"
1636,1781,"Other","-","2023-07-16T00:00:00.000",2,"5.53 hours"
1637,1281,"Bug","In Progress","2023-06-29T00:00:00.000",2,"0 hours"
1639,311,"Feedback","Open","2023-07-26T00:00:00.000",2,"0 hours"
1640,638,"Feedback","Open","2023-03-11T00:00:00.000",2,"0 hours"
1641,257,"Feedback","Open","2023-02-03T00:00:00.000",1,"0 hours"
1642,946,"Feedback","Open","2023-10-25T00:00:00.000",2,"0 hours"
1643,968,"Installation Problem","Open","2023-01-17T00:00:00.000",6,"0 hours"
1644,1210,"Installation Problem","In Progress","2023-06-20T00:00:00.000",5,"0 hours"
1647,1200,"Installation Problem","In Progress","2023-04-10T00:00:00.000",5,"0 hours"
1648,1916,"Other","In Progress","2023-08-17T00:00:00.000",3,"0 hours"
1649,590,"Bug","Open","2023-07-11T00:00:00.000",4,"0 hours"
1650,1758,"Installation Problem","In Progress","2023-08-13T00:00:00.000",6,"0 hours"
1651,1802,"Feedback","Open","2023-07-05T00:00:00.000",1,"0 hours"
1653,1,"Feedback","Open","2023-09-09T00:00:00.000",2,"0 hours"
1655,489,"Bug","Resolved","2023-09-08T00:00:00.000",2,"1.82 hours"
1659,595,"Other","In Progress","2023-04-29T00:00:00.000",2,"0 hours"
1661,1470,"Installation Problem","In Progress","2023-04-04T00:00:00.000",6,"0 hours"
1662,393,"Billing enquiry","Open","2023-08-01T00:00:00.000",3,"0 hours"
1666,881,"Feedback","Open","2023-04-05T00:00:00.000",2,"0 hours"
1667,1544,"Installation Problem","Open","2023-07-18T00:00:00.000",6,"0 hours"
1668,1505,"Bug","Open","2023-08-25T00:00:00.000",1,"0 hours"
1669,718,"Feedback","Open","2023-03-23T00:00:00.000",2,"0 hours"
1670,1361,"Bug","Open","2023-05-03T00:00:00.000",1,"0 hours"
1671,1089,"Bug","In Progress","2023-07-11T00:00:00.000",9,"0 hours"
1672,717,"Bug","Open","2023-01-02T00:00:00.000",2,"0 hours"
1674,1865,"Installation Problem","In Progress","2023-01-30T00:00:00.000",8,"0 hours"
1676,935,"Feedback","In Progress","2023-05-11T00:00:00.000",1,"0 hours"
1677,1482,"Billing enquiry","In Progress","2023-09-29T00:00:00.000",4,"0 hours"
1678,1113,"Installation Problem","Resolved","2023-10-08T00:00:00.000",6,"4.78 hours"
1679,366,"Feedback","-","2023-06-14T00:00:00.000",1,"4.53 hours"
1680,1688,"Billing enquiry","In Progress","2023-03-22T00:00:00.000",3,"0 hours"
1683,11,"Feedback","Open","2023-02-23T00:00:00.000",1,"0 hours"
1684,1670,"Bug","Open","2023-02-10T00:00:00.000",2,"0 hours"
1685,1345,"Installation Problem","In Progress","2023-02-05T00:00:00.000",5,"0 hours"
1686,1142,"Billing enquiry","-","2023-02-12T00:00:00.000",4,"5.49 hours"
1688,1473,"Billing enquiry","Open","2023-08-04T00:00:00.000",4,"0 hours"
1689,1017,"Installation Problem","In Progress","2023-03-18T00:00:00.000",8,"0 hours"
1690,1388,"Billing enquiry","In Progress","2023-06-05T00:00:00.000",3,"0 hours"
1695,1389,"Other","Resolved","2023-01-25T00:00:00.000",2,"0.18 hours"
1696,1473,"Bug","Open","2023-07-20T00:00:00.000",2,"0 hours"
1697,183,"Billing enquiry","Open","2023-06-04T00:00:00.000",4,"0 hours"
1698,1886,"Installation Problem","-","2023-06-12T00:00:00.000",6,"5.79 hours"
1702,1824,"Other","-","2023-05-19T00:00:00.000",2,"0.73 hours"
1703,1528,"Bug","In Progress","2023-03-15T00:00:00.000",4,"0 hours"
1704,1859,"Installation Problem","Resolved","2023-03-20T00:00:00.000",7,"5.7 hours"
1706,276,"Billing enquiry","In Progress","2023-03-30T00:00:00.000",3,"0 hours"
1708,1747,"Installation Problem","In Progress","2023-07-18T00:00:00.000",12,"0 hours"
1709,642,"Billing enquiry","-","2023-05-10T00:00:00.000",4,"4.91 hours"
1711,1172,"Billing enquiry","Resolved","2023-05-02T00:00:00.000",3,"0.62 hours"
1712,311,"Feedback","Open","2023-01-06T00:00:00.000",2,"0 hours"
1714,1636,"Other","In Progress","2023-08-25T00:00:00.000",1,"0 hours"
1716,1797,"Bug","Open","2023-02-23T00:00:00.000",2,"0 hours"
1717,1707,"Installation Problem","Open","2023-04-04T00:00:00.000",6,"0 hours"
1718,374,"Feedback","Open","2023-03-21T00:00:00.000",2,"0 hours"
1719,1570,"Installation Problem","Resolved","2023-04-29T00:00:00.000",7,"4.1 hours"
1720,822,"Installation Problem","In Progress","2023-04-07T00:00:00.000",7,"0 hours"
1722,1163,"Billing enquiry","In Progress","2023-10-20T00:00:00.000",3,"0 hours"
1724,878,"Billing enquiry","In Progress","2023-05-07T00:00:00.000",3,"0 hours"
1725,79,"Billing enquiry","Open","2023-07-09T00:00:00.000",3,"0 hours"
1726,990,"Billing enquiry","Open","2023-11-15T00:00:00.000",3,"0 hours"
1727,1131,"Bug","Open","2023-03-11T00:00:00.000",1,"0 hours"
1729,920,"Feedback","Open","2023-05-16T00:00:00.000",2,"0 hours"
1730,571,"Billing enquiry","Open","2023-10-22T00:00:00.000",3,"0 hours"
1731,178,"Feedback","Open","2023-05-04T00:00:00.000",2,"0 hours"
1732,626,"Billing enquiry","Open","2023-04-29T00:00:00.000",3,"0 hours"
1735,1682,"Bug","Resolved","2023-08-04T00:00:00.000",2,"4.69 hours"
1737,20,"Feedback","Open","2023-09-25T00:00:00.000",1,"0 hours"
1739,1190,"Feedback","Open","2023-10-12T00:00:00.000",1,"0 hours"
1741,487,"Bug","Open","2023-01-11T00:00:00.000",3,"0 hours"
1742,1364,"Bug","Resolved","2023-07-12T00:00:00.000",1,"1.42 hours"
1747,1009,"Bug","Open","2023-10-25T00:00:00.000",2,"0 hours"
1749,209,"Feedback","Open","2023-02-08T00:00:00.000",1,"0 hours"
1750,47,"Feedback","Open","2023-06-02T00:00:00.000",1,"0 hours"
1753,1979,"Other","-","2023-09-02T00:00:00.000",2,"1.36 hours"
1755,1782,"Installation Problem","In Progress","2023-02-13T00:00:00.000",9,"0 hours"
1756,1778,"Bug","In Progress","2023-05-05T00:00:00.000",1,"0 hours"
1758,1169,"Installation Problem","In Progress","2023-10-12T00:00:00.000",7,"0 hours"
1760,367,"Billing enquiry","In Progress","2023-09-18T00:00:00.000",3,"0 hours"
1762,1352,"Bug","Resolved","2023-08-19T00:00:00.000",2,"4.19 hours"
1763,1448,"Installation Problem","In Progress","2023-05-12T00:00:00.000",13,"0 hours"
1766,1109,"Billing enquiry","Open","2023-01-06T00:00:00.000",3,"0 hours"
1768,117,"Feedback","Open","2023-05-19T00:00:00.000",1,"0 hours"
1770,353,"Feedback","Open","2023-09-21T00:00:00.000",2,"0 hours"
1771,1546,"Bug","Open","2023-09-09T00:00:00.000",1,"0 hours"
1773,1826,"Installation Problem","In Progress","2023-05-03T00:00:00.000",7,"0 hours"
1774,1359,"Installation Problem","In Progress","2023-04-26T00:00:00.000",12,"0 hours"
1776,1776,"Bug","In Progress","2023-10-28T00:00:00.000",5,"0 hours"
1780,1813,"Feedback","Open","2023-07-16T00:00:00.000",2,"0 hours"
1781,1689,"Installation Problem","-","2023-02-13T00:00:00.000",6,"0.12 hours"
1782,469,"Feedback","In Progress","2023-07-29T00:00:00.000",2,"0 hours"
1783,1581,"Bug","-","2023-08-27T00:00:00.000",7,"1.55 hours"
1785,76,"Bug","Open","2023-09-15T00:00:00.000",2,"0 hours"
1789,1151,"Installation Problem","In Progress","2023-11-11T00:00:00.000",7,"0 hours"
1791,1,"Feedback","Open","2023-04-03T00:00:00.000",2,"0 hours"
1792,415,"Bug","Open","2023-08-05T00:00:00.000",1,"0 hours"
1795,1634,"Feedback","In Progress","2023-06-27T00:00:00.000",1,"0 hours"
1796,414,"Feedback","Open","2023-01-26T00:00:00.000",2,"0 hours"
1797,599,"Feedback","Open","2023-07-13T00:00:00.000",2,"0 hours"
1798,1789,"Installation Problem","Resolved","2023-07-20T00:00:00.000",6,"4.74 hours"
1799,1160,"Bug","Open","2023-06-15T00:00:00.000",1,"0 hours"
1801,565,"Feedback","In Progress","2023-01-01T00:00:00.000",1,"0 hours"
1802,414,"Feedback","Open","2023-04-29T00:00:00.000",1,"0 hours"
1804,467,"Feedback","Open","2023-02-15T00:00:00.000",1,"0 hours"
1805,614,"Feedback","In Progress","2023-07-13T00:00:00.000",1,"0 hours"
1806,328,"Billing enquiry","Open","2023-09-10T00:00:00.000",3,"0 hours"
1807,1826,"Other","-","2023-06-09T00:00:00.000",2,"2.07 hours"
1808,1483,"Installation Problem","In Progress","2023-11-01T00:00:00.000",9,"0 hours"
1809,686,"Bug","In Progress","2023-04-26T00:00:00.000",2,"0 hours"
1811,1430,"Feedback","Open","2023-09-02T00:00:00.000",1,"0 hours"
1814,641,"Feedback","Open","2023-08-03T00:00:00.000",2,"0 hours"
1815,1956,"Other","Open","2023-01-13T00:00:00.000",2,"0 hours"
1816,639,"Installation Problem","In Progress","2023-09-04T00:00:00.000",6,"0 hours"
1818,899,"Feedback","Open","2023-10-08T00:00:00.000",2,"0 hours"
1822,1354,"Bug","Open","2023-11-22T00:00:00.000",1,"0 hours"
1823,1795,"Installation Problem","-","2023-06-13T00:00:00.000",9,"5.47 hours"
1825,613,"Bug","Open","2023-07-26T00:00:00.000",4,"0 hours"
1826,506,"Billing enquiry","Open","2023-09-01T00:00:00.000",3,"0 hours"
1827,1585,"Installation Problem","In Progress","2023-03-12T00:00:00.000",9,"0 hours"
1828,1467,"Installation Problem","Open","2023-07-26T00:00:00.000",9,"0 hours"
1829,38,"Feedback","Open","2023-02-01T00:00:00.000",2,"0 hours"
1830,644,"Feedback","In Progress","2023-08-21T00:00:00.000",1,"0 hours"
1831,1710,"Bug","Open","2023-05-21T00:00:00.000",5,"0 hours"
1832,1935,"Installation Problem","Resolved","2023-03-22T00:00:00.000",5,"1.75 hours"
1833,405,"Feedback","Open","2023-06-02T00:00:00.000",2,"0 hours"
1834,1760,"Billing enquiry","In Progress","2023-04-11T00:00:00.000",3,"0 hours"
1835,1630,"Installation Problem","In Progress","2023-10-22T00:00:00.000",6,"0 hours"
1836,866,"Bug","Open","2023-08-19T00:00:00.000",3,"0 hours"
1841,1954,"Other","Resolved","2023-03-10T00:00:00.000",3,"1.05 hours"
1843,879,"Other","Resolved","2023-01-29T00:00:00.000",2,"4.81 hours"
1845,459,"Installation Problem","-","2023-07-11T00:00:00.000",7,"4.74 hours"
1846,643,"Bug","-","2023-08-18T00:00:00.000",3,"4.67 hours"
1847,237,"Feedback","Open","2023-05-29T00:00:00.000",1,"0 hours"
1848,231,"Feedback","Open","2023-07-08T00:00:00.000",1,"0 hours"
1849,996,"Billing enquiry","In Progress","2023-07-02T00:00:00.000",3,"0 hours"
1850,682,"Feedback","Open","2023-08-10T00:00:00.000",2,"0 hours"
1851,40,"Bug","Open","2023-11-22T00:00:00.000",2,"0 hours"
1853,1407,"Bug","Open","2023-01-06T00:00:00.000",2,"0 hours"
1854,820,"Installation Problem","-","2023-02-26T00:00:00.000",6,"0.44 hours"
1855,1311,"Bug","In Progress","2023-05-12T00:00:00.000",3,"0 hours"
1856,450,"Feedback","Open","2023-08-11T00:00:00.000",2,"0 hours"
1858,279,"Installation Problem","In Progress","2023-07-12T00:00:00.000",5,"0 hours"
1859,152,"Bug","Open","2023-10-17T00:00:00.000",2,"0 hours"
1861,406,"Feedback","Open","2023-08-15T00:00:00.000",1,"0 hours"
1862,769,"Installation Problem","Open","2023-11-06T00:00:00.000",8,"0 hours"
1863,234,"Billing enquiry","Open","2023-04-20T00:00:00.000",4,"0 hours"
1865,1986,"Other","Resolved","2023-10-13T00:00:00.000",2,"1.77 hours"
1866,1869,"Installation Problem","Resolved","2023-03-31T00:00:00.000",7,"2.52 hours"
1869,737,"Feedback","In Progress","2023-01-21T00:00:00.000",2,"0 hours"
1870,296,"Feedback","Open","2023-09-16T00:00:00.000",2,"0 hours"
1872,1019,"Feedback","Open","2023-01-10T00:00:00.000",1,"0 hours"
1873,1707,"Bug","In Progress","2023-02-02T00:00:00.000",9,"0 hours"
1874,561,"Feedback","In Progress","2023-05-13T00:00:00.000",1,"0 hours"
1875,1887,"Installation Problem","In Progress","2023-03-17T00:00:00.000",6,"0 hours"
1876,1681,"Bug","Open","2023-09-29T00:00:00.000",4,"0 hours"
1877,34,"Feedback","Open","2023-09-10T00:00:00.000",1,"0 hours"
1878,1120,"Installation Problem","In Progress","2023-08-05T00:00:00.000",6,"0 hours"
1879,1752,"Other","In Progress","2023-03-09T00:00:00.000",2,"0 hours"
1880,1708,"Other","In Progress","2023-06-22T00:00:00.000",2,"0 hours"
1881,1033,"Installation Problem","Open","2023-08-03T00:00:00.000",5,"0 hours"
1884,614,"Feedback","Open","2023-02-21T00:00:00.000",1,"0 hours"
1885,490,"Feedback","Open","2023-05-25T00:00:00.000",1,"0 hours"
1886,927,"Bug","Open","2023-01-04T00:00:00.000",2,"0 hours"
1887,449,"Feedback","Open","2023-11-30T00:00:00.000",1,"0 hours"
1888,1586,"Installation Problem","-","2023-01-31T00:00:00.000",6,"2.57 hours"
1889,1149,"Feedback","Open","2023-01-01T00:00:00.000",1,"0 hours"
1890,759,"Feedback","Open","2023-02-19T00:00:00.000",1,"0 hours"
1891,844,"Billing enquiry","Open","2023-07-06T00:00:00.000",3,"0 hours"
1892,316,"Feedback","Open","2023-07-20T00:00:00.000",2,"0 hours"
1894,977,"Feedback","Open","2023-10-03T00:00:00.000",1,"0 hours"
1895,1750,"Bug","-","2023-03-23T00:00:00.000",3,"4.03 hours"
1896,259,"Feedback","Open","2023-06-04T00:00:00.000",2,"0 hours"
1897,962,"Installation Problem","In Progress","2023-08-31T00:00:00.000",5,"0 hours"
1898,1195,"Billing enquiry","In Progress","2023-05-17T00:00:00.000",3,"0 hours"
1899,1318,"Installation Problem","Open","2023-08-13T00:00:00.000",7,"0 hours"
1900,969,"Bug","Open","2023-06-11T00:00:00.000",3,"0 hours"
1902,274,"Feedback","Open","2023-02-28T00:00:00.000",1,"0 hours"
1904,1937,"Installation Problem","Resolved","2023-03-06T00:00:00.000",6,"1.99 hours"
1905,1715,"Installation Problem","In Progress","2023-10-31T00:00:00.000",7,"0 hours"
1906,337,"Feedback","In Progress","2023-09-05T00:00:00.000",1,"0 hours"
1907,1968,"Other","Resolved","2023-05-12T00:00:00.000",2,"0.63 hours"
1908,418,"Billing enquiry","Open","2023-02-08T00:00:00.000",3,"0 hours"
1909,509,"Feedback","In Progress","2023-01-08T00:00:00.000",1,"0 hours"
1910,1441,"Bug","In Progress","2023-07-29T00:00:00.000",1,"0 hours"
1911,984,"Billing enquiry","In Progress","2023-11-15T00:00:00.000",3,"0 hours"
1913,805,"Billing enquiry","-","2023-02-13T00:00:00.000",4,"2.25 hours"
1914,654,"Bug","Open","2023-08-12T00:00:00.000",2,"0 hours"
1915,440,"Feedback","In Progress","2023-08-29T00:00:00.000",2,"0 hours"
1916,1945,"Installation Problem","Resolved","2023-09-03T00:00:00.000",5,"3.7 hours"
1917,91,"Feedback","Open","2023-01-07T00:00:00.000",1,"0 hours"
1918,1754,"Billing enquiry","Open","2023-06-07T00:00:00.000",3,"0 hours"
1919,1243,"Billing enquiry","Open","2023-07-24T00:00:00.000",3,"0 hours"
1920,551,"Installation Problem","Open","2023-06-16T00:00:00.000",5,"0 hours"
1921,733,"Feedback","Open","2023-10-12T00:00:00.000",2,"0 hours"
1922,372,"Feedback","Open","2023-10-04T00:00:00.000",2,"0 hours"
1923,1725,"Billing enquiry","In Progress","2023-09-12T00:00:00.000",3,"0 hours"
1924,796,"Installation Problem","In Progress","2023-05-29T00:00:00.000",11,"0 hours"
1925,1330,"Installation Problem","In Progress","2023-05-11T00:00:00.000",6,"0 hours"
1926,720,"Feedback","Open","2023-11-22T00:00:00.000",1,"0 hours"
1927,1905,"Installation Problem","In Progress","2023-05-28T00:00:00.000",7,"0 hours"
1928,1547,"Installation Problem","Open","2023-08-23T00:00:00.000",8,"0 hours"
1929,1088,"Installation Problem","In Progress","2023-04-22T00:00:00.000",6,"0 hours"
1930,1754,"Other","Resolved","2023-11-27T00:00:00.000",2,"2.66 hours"
1932,995,"Installation Problem","In Progress","2023-04-15T00:00:00.000",5,"0 hours"
1933,518,"Bug","In Progress","2023-11-03T00:00:00.000",1,"0 hours"
1934,1140,"Bug","In Progress","2023-02-21T00:00:00.000",1,"0 hours"
1939,1755,"Other","In Progress","2023-04-13T00:00:00.000",2,"0 hours"
1941,1322,"Billing enquiry","Open","2023-07-12T00:00:00.000",3,"0 hours"
1942,134,"Feedback","Open","2023-01-03T00:00:00.000",2,"0 hours"
1944,1277,"Bug","-","2023-11-17T00:00:00.000",1,"4.09 hours"
1946,1082,"Billing enquiry","In Progress","2023-03-17T00:00:00.000",3,"0 hours"
1947,860,"Other","-","2023-06-04T00:00:00.000",2,"1.56 hours"
1951,1199,"Billing enquiry","Open","2023-01-20T00:00:00.000",2,"0 hours"
1953,390,"Billing enquiry","Open","2023-06-10T00:00:00.000",3,"0 hours"
1954,1663,"Installation Problem","-","2023-03-06T00:00:00.000",7,"4.38 hours"
1955,1629,"Other","Resolved","2023-01-31T00:00:00.000",2,"0.18 hours"
1956,14,"Feedback","Open","2023-02-19T00:00:00.000",2,"0 hours"
1960,1912,"Other","In Progress","2023-02-02T00:00:00.000",2,"0 hours"
1961,29,"Feedback","Open","2023-04-08T00:00:00.000",2,"0 hours"
1964,796,"Bug","In Progress","2023-05-21T00:00:00.000",4,"0 hours"
1965,1132,"Other","In Progress","2023-11-21T00:00:00.000",2,"0 hours"
1966,1684,"Installation Problem","Resolved","2023-02-09T00:00:00.000",6,"0.25 hours"
1967,400,"Feedback","Open","2023-05-23T00:00:00.000",1,"0 hours"
1968,1580,"Installation Problem","In Progress","2023-11-07T00:00:00.000",5,"0 hours"
1969,1610,"Billing enquiry","In Progress","2023-09-09T00:00:00.000",3,"0 hours"
1970,699,"Feedback","Open","2023-03-13T00:00:00.000",1,"0 hours"
1971,268,"Feedback","Open","2023-02-23T00:00:00.000",1,"0 hours"
1972,1323,"Other","In Progress","2023-02-14T00:00:00.000",3,"0 hours"
1973,1153,"Feedback","In Progress","2023-09-24T00:00:00.000",2,"0 hours"
1974,601,"Bug","In Progress","2023-03-19T00:00:00.000",1,"0 hours"
1975,636,"Feedback","Open","2023-05-02T00:00:00.000",2,"0 hours"
1977,1985,"Other","Resolved","2023-01-01T00:00:00.000",3,"3.31 hours"
1980,83,"Feedback","Open","2023-04-14T00:00:00.000",1,"0 hours"
1981,44,"Feedback","Open","2023-02-11T00:00:00.000",1,"0 hours"
1983,1525,"Billing enquiry","Open","2023-05-09T00:00:00.000",4,"0 hours"
1984,329,"Feedback","Open","2023-03-31T00:00:00.000",2,"0 hours"
1985,1884,"Bug","Open","2023-07-06T00:00:00.000",2,"0 hours"
1986,430,"Feedback","Open","2023-03-31T00:00:00.000",2,"0 hours"
1987,1330,"Billing enquiry","In Progress","2023-03-30T00:00:00.000",4,"0 hours"
1989,1834,"Other","Resolved","2023-06-16T00:00:00.000",2,"1.48 hours"
1990,478,"Installation Problem","In Progress","2023-11-23T00:00:00.000",7,"0 hours"
1992,643,"Bug","-","2023-10-09T00:00:00.000",2,"5.21 hours"
1994,1060,"Feedback","Open","2023-07-03T00:00:00.000",2,"0 hours"
1995,214,"Feedback","Open","2023-05-24T00:00:00.000",2,"0 hours"
1997,446,"Bug","In Progress","2023-03-03T00:00:00.000",2,"0 hours"
1998,1919,"Installation Problem","In Progress","2023-02-27T00:00:00.000",6,"0 hours"
2000,309,"Feedback","Open","2023-09-09T00:00:00.000",2,"0 hours"
2002,112,"Feedback","Open","2023-10-11T00:00:00.000",2,"0 hours"
2003,1281,"Billing enquiry","Open","2023-09-19T00:00:00.000",3,"0 hours"
2004,60,"Feedback","Open","2023-03-08T00:00:00.000",2,"0 hours"
2005,506,"Feedback","In Progress","2023-01-29T00:00:00.000",2,"0 hours"
2006,632,"Installation Problem","In Progress","2023-11-02T00:00:00.000",5,"0 hours"
2007,1502,"Bug","Open","2023-01-30T00:00:00.000",3,"0 hours"
2008,447,"Feedback","Open","2023-06-08T00:00:00.000",1,"0 hours"
2009,1944,"Bug","Resolved","2023-08-27T00:00:00.000",1,"5.05 hours"
2010,1343,"Billing enquiry","In Progress","2023-02-19T00:00:00.000",4,"0 hours"
2012,254,"Feedback","Open","2023-06-17T00:00:00.000",2,"0 hours"
2013,978,"Bug","Open","2023-03-26T00:00:00.000",4,"0 hours"
2014,1601,"Other","In Progress","2023-02-01T00:00:00.000",3,"0 hours"
2015,98,"Feedback","Open","2023-05-27T00:00:00.000",1,"0 hours"
2017,841,"Billing enquiry","In Progress","2023-03-26T00:00:00.000",3,"0 hours"
2018,411,"Billing enquiry","Open","2023-08-03T00:00:00.000",3,"0 hours"
2021,1762,"Installation Problem","In Progress","2023-02-05T00:00:00.000",6,"0 hours"
2022,1069,"Billing enquiry","Open","2023-06-11T00:00:00.000",3,"0 hours"
2025,793,"Feedback","Open","2023-04-27T00:00:00.000",2,"0 hours"
2026,606,"Installation Problem","Open","2023-01-19T00:00:00.000",6,"0 hours"
2027,164,"Feedback","Open","2023-06-29T00:00:00.000",1,"0 hours"
2029,458,"Feedback","Open","2023-06-07T00:00:00.000",1,"0 hours"
2032,1010,"Bug","In Progress","2023-11-12T00:00:00.000",3,"0 hours"
2033,196,"Bug","Open","2023-02-10T00:00:00.000",2,"0 hours"
2034,1047,"Bug","Open","2023-03-27T00:00:00.000",7,"0 hours"
2035,1825,"Installation Problem","Resolved","2023-02-21T00:00:00.000",7,"4.83 hours"
2039,30,"Feedback","Open","2023-07-30T00:00:00.000",2,"0 hours"
2040,1437,"Installation Problem","In Progress","2023-09-29T00:00:00.000",5,"0 hours"
2044,567,"Installation Problem","In Progress","2023-03-25T00:00:00.000",6,"0 hours"
2046,1936,"Installation Problem","Resolved","2023-01-13T00:00:00.000",7,"5.06 hours"
2047,1,"Feedback","Open","2023-04-09T00:00:00.000",1,"0 hours"
2048,1531,"Other","Resolved","2023-02-19T00:00:00.000",2,"2.68 hours"
2050,413,"Feedback","In Progress","2023-08-07T00:00:00.000",1,"0 hours"
2051,1619,"Other","-","2023-03-16T00:00:00.000",2,"2.61 hours"
2052,1931,"Other","Resolved","2023-06-03T00:00:00.000",2,"2.79 hours"
2053,1285,"Bug","Open","2023-02-05T00:00:00.000",5,"0 hours"
2055,1937,"Other","-","2023-05-25T00:00:00.000",2,"3.59 hours"
2056,1040,"Billing enquiry","Open","2023-06-20T00:00:00.000",3,"0 hours"
2058,1713,"Other","Resolved","2023-04-12T00:00:00.000",2,"5.24 hours"
2059,1073,"Installation Problem","In Progress","2023-07-29T00:00:00.000",7,"0 hours"
2060,802,"Bug","In Progress","2023-03-25T00:00:00.000",3,"0 hours"
2062,947,"Billing enquiry","Open","2023-06-22T00:00:00.000",3,"0 hours"
2063,707,"Bug","Open","2023-09-16T00:00:00.000",4,"0 hours"
2064,1808,"Installation Problem","In Progress","2023-06-23T00:00:00.000",6,"0 hours"
2065,20,"Feedback","Open","2023-05-03T00:00:00.000",2,"0 hours"
2066,624,"Billing enquiry","In Progress","2023-01-02T00:00:00.000",3,"0 hours"
2067,712,"Installation Problem","In Progress","2023-09-04T00:00:00.000",7,"0 hours"
2068,1045,"Billing enquiry","Open","2023-10-23T00:00:00.000",2,"0 hours"
2071,1530,"Bug","Open","2023-08-21T00:00:00.000",1,"0 hours"
2072,1447,"Billing enquiry","In Progress","2023-03-23T00:00:00.000",3,"0 hours"
2073,1650,"Other","Resolved","2023-09-28T00:00:00.000",2,"2.44 hours"
2074,1892,"Other","Resolved","2023-08-20T00:00:00.000",1,"3.35 hours"
2075,1803,"Installation Problem","-","2023-05-10T00:00:00.000",7,"1.76 hours"
2076,197,"Billing enquiry","Open","2023-01-19T00:00:00.000",3,"0 hours"
2077,249,"Feedback","Open","2023-10-26T00:00:00.000",1,"0 hours"
2078,189,"Feedback","Open","2023-07-18T00:00:00.000",1,"0 hours"
2079,1443,"Billing enquiry","In Progress","2023-05-17T00:00:00.000",2,"0 hours"
2081,457,"Billing enquiry","Open","2023-03-13T00:00:00.000",3,"0 hours"
2083,593,"Installation Problem","Open","2023-04-17T00:00:00.000",5,"0 hours"
2084,1640,"Billing enquiry","-","2023-04-07T00:00:00.000",3,"3.99 hours"
2086,1799,"Bug","In Progress","2023-04-11T00:00:00.000",3,"0 hours"
2087,308,"Feedback","Open","2023-04-10T00:00:00.000",1,"0 hours"
2089,1050,"Billing enquiry","In Progress","2023-03-18T00:00:00.000",3,"0 hours"
2092,1815,"Other","-","2023-04-05T00:00:00.000",2,"0.88 hours"
2094,688,"Billing enquiry","Open","2023-04-25T00:00:00.000",3,"0 hours"
2095,1708,"Bug","-","2023-06-01T00:00:00.000",2,"4.34 hours"
2096,311,"Feedback","Open","2023-01-29T00:00:00.000",2,"0 hours"
2097,514,"Feedback","Open","2023-09-04T00:00:00.000",2,"0 hours"
2103,1137,"Bug","In Progress","2023-02-22T00:00:00.000",2,"0 hours"
2104,291,"Bug","In Progress","2023-02-03T00:00:00.000",1,"0 hours"
2105,278,"Feedback","In Progress","2023-03-20T00:00:00.000",2,"0 hours"
2108,1529,"Billing enquiry","Open","2023-10-10T00:00:00.000",2,"0 hours"
2109,1106,"Bug","Open","2023-10-01T00:00:00.000",1,"0 hours"
2110,215,"Feedback","Open","2023-09-10T00:00:00.000",2,"0 hours"
2112,1877,"Installation Problem","-","2023-09-25T00:00:00.000",6,"0.61 hours"
2114,855,"Feedback","Open","2023-04-19T00:00:00.000",1,"0 hours"
2115,1767,"Other","Resolved","2023-11-06T00:00:00.000",2,"2.36 hours"
2117,1004,"Installation Problem","Open","2023-03-19T00:00:00.000",8,"0 hours"
2118,820,"Feedback","Open","2023-10-27T00:00:00.000",1,"0 hours"
2119,1707,"Bug","-","2023-08-22T00:00:00.000",2,"4.42 hours"
2121,914,"Feedback","Open","2023-10-02T00:00:00.000",2,"0 hours"
2122,792,"Feedback","In Progress","2023-02-03T00:00:00.000",1,"0 hours"
2124,633,"Installation Problem","In Progress","2023-07-29T00:00:00.000",5,"0 hours"
2126,98,"Feedback","Open","2023-11-24T00:00:00.000",2,"0 hours"
2127,409,"Feedback","Open","2023-06-23T00:00:00.000",1,"0 hours"
2128,944,"Feedback","Open","2023-09-06T00:00:00.000",1,"0 hours"
2130,167,"Billing enquiry","Open","2023-01-08T00:00:00.000",3,"0 hours"
2131,1836,"Installation Problem","Open","2023-05-27T00:00:00.000",6,"0 hours"
2132,182,"Feedback","Open","2023-02-12T00:00:00.000",1,"0 hours"
